iter	Passed	Remaining
0	28	1101
1	75	1436
2	119	1475
3	169	1528
4	216	1513
5	263	1490
6	307	1448
7	379	1519
8	420	1449
9	497	1491
10	583	1538
11	665	1552
12	733	1524
13	781	1451
14	869	1449
15	912	1369
16	964	1304
17	1029	1258
18	1119	1237
19	1172	1172
20	1213	1098
21	1255	1027
22	1312	970
23	1368	912
24	1428	856
25	1492	803
26	1563	752
27	1603	687
28	1670	633
29	1713	571
30	1770	514
31	1824	456
32	1875	397
33	1930	340
34	2014	287
35	2054	228
36	2116	171
37	2157	113
38	2187	56
39	2225	0
